,tweet,% Negative,% Neutral,% Positive,overall rating
167,"you said yourself we don't need the climate crisis fixed in a hundred years. hoping for corrupt leadership to do the right thing is pure lunacy and even if they did today, it would take too long. the smartphone allows autonomous vehicles the same convenience as owning a car.",7.6,87.2,5.2,Negative
168,"i am also fine w/ a future where autonomous vehicles are commonplace, &amp; there is no need to own multiple vehicles, or even one. it comes down to convenience level, which drives purchases. when the day comes that you can order whatever vehicle you need on an app, that's success",4.0,85.9,10.100000000000001,Positive
169,"same. massive public's transit, cities built for cycling, and autonomous vehicles would be a huge benefit beyond convenience. massive improvements in safety, environment, and equality.",0.0,66.9,33.1,Positive
170,'today’s autonomous vehicles use a combination of forward-facing cameras and radar systems that collect relevant data about road conditions on the route ahead for the driver’s convenience',0.0,100.0,0.0,Neutral
171,"autonomous vehicles will wreak havoc on the auto industry. not a good time to own auto dealership, gas station, convenience store or auto repair shop. these businesses will eventually become obsolete.",23.3,76.7,0.0,Negative
172,"absolutely! autonomous vehicles will not only bring convenience, it also has the potential to make our roads safer and ultimately save lives.",0.0,76.1,23.9,Positive
173,"here is no question that autonomous vehicles will increase the convenience, comfort, and safety of driving. although a fully-autonomous future is still many years away, current advancements in adas are making it safer and easier to get from point a to",4.3999999999999995,69.39999999999999,26.200000000000003,Positive
174,environmental trade-offs of autonomous vehicles: convenience will likely come at a cost: scitechdaily more w/ ecosearch:,0.0,100.0,0.0,Neutral
175,environmental trade-offs of autonomous vehicles: convenience will likely come at a cost,0.0,100.0,0.0,Neutral
176,environmental trade-offs of autonomous vehicles: convenience will likely come at a cost -,0.0,100.0,0.0,Neutral
177,environmental trade-offs of autonomous vehicles: convenience will likely come a...,0.0,100.0,0.0,Neutral
178,"fully autonomous vehicles as the majority agents on the road. mainly for safety, but also for convenience. i'd love to turn my commute time into work time so i can leave earlier.",4.3999999999999995,75.5,20.1,Positive
179,"autonomous vehicles open up fractional vehicle ownership, reduced parking requirements (aka more development of current parking lots) and convenience without the large capital cost of lrt. we could be looking at future technological solutions for today’s problems instead of back.",6.4,89.60000000000001,4.0,Negative
180,"autonomous vehicles *could* make life easier for people with and individuals who depend on relatives, taxi services, public transportation or other care services travel to desired places at their convenience and in a safe manner.",0.0,73.8,26.200000000000003,Positive
181,i'll be more blunt: increasing or advocating for car ownership is not the answer. the answer is more and better alternative transportation options which would include autonomous vehicles. safety is priority. not convenience.,0.0,83.8,16.2,Positive
182,"and then autonomous vehicles are also much cheaper for many logistics and delivery purposes, allowing the use of more and smaller vehicles and fueling a boom in the more efficient movement of goods for example, three deliveries a day to convenience stores instead of one",0.0,93.4,6.6000000000000005,Positive
183,"right. and i'm not attacking any of those things. even a full system of autonomous vehicles is more environmentally efficient than a bunch of human operators, with human flaws. what i am saying is that rich assholes shouldn't get to put the poors at risk to get convenience.",10.2,74.1,15.8,Positive
184,"autonomous vehicles perhaps-outside of major cities, public transport? this and many other developments will be enabled by whatever provides the magic cs: comfort, convenience and cleanliness.",0.0,90.9,9.1,Positive
185,"vehicles are being engineered to have greater autonomy not only to improve safety on the road, but also enhance productivity and convenience for their human passengers. join to discuss the future of financially autonomous vehicles. register:",4.2,79.7,16.1,Positive
186,"""and so when we drive autonomous vehicles, or cede control to other forms of automatic convenience, 'it is we who are being automated, in the sense that we are vacated of that existential involvement that distinguishes human action from mere dumb events'""",7.3999999999999995,92.60000000000001,0.0,Negative
187,autonomous vehicles which reliably follow the rules of the road are going to be wildly unpopular. many of the recent crashes involve marketability motivated design compromises which prioritize passenger convenience and comfort over safety.,0.0,78.9,21.099999999999998,Positive
188,"""the use of autonomous vehicles (avs) has the potential to enhance the convenience and efficiency of last-mile delivery."" here's how member, partnered with to evaluate the economic impacts of av deliveries.",0.0,92.30000000000001,7.7,Positive
189,we rely on them as a matter of convenience (and low inconvenience for the lender) but if not we would just rent a car. certainly a bit of a pain but car sharing services exist too. definitely interesting sea changes. just wait for autonomous vehicles!!!,12.8,61.1,26.1,Positive
190,"your logic entirely ignores human nature, convenience and idleness. most humans, with cars, would rather die than give them up. ergo you need a solution that addresses that, ie autonomous vehicles. effectively private cars that are not private.",13.8,74.7,11.4,Negative
191,"g danger: g is a weapons system disguised as a consumer convenience-mark steele “g is a weapons system, nothing more, nothing less. it’s got nothing to do w/telecommunications for humans.g is a machine to machine connection for autonomous vehicles.”",24.4,75.6,0.0,Negative
192,"... to/from the rail hubs then of course the comparisons don’t look favourable for autonomous vehicles. the convenience of mobility as a service will ‘drive’ this market, and evs will assist in minimising said environmental impacts.",0.0,100.0,0.0,Neutral
193,"imagine the convenience &amp; safety that autonomous vehicles can provide. it's great to see partner with tech company, to further develop ram vans to help transport people. more from here:",0.0,73.8,26.200000000000003,Positive
194,one of the reasons i am optimistic about self-driving technology is that personal automobile ownership is expensive &amp; terribly inefficient. autonomous vehicles will add the st/last mile convenience that is currently missing from much of our mass transit systems.,13.200000000000001,81.6,5.2,Negative
195,autonomous vehicle parking systems are an important step on the road to fully vehicles. they can help reduce urban congestion and enhance the convenience and ease of finding parking.,0.0,78.8,21.2,Positive
